RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThree AmericanName,MMR Current AvgPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
35993,0,8/12/2010,MANHEIM,2007,3,PONTIAC,G6 V6,Bas,4D SEDAN,GREEN,AUTO,1,Alloy,53695,AMERICAN,MEDIUM,GM,7702,NULL,NULL,52117,22403,VA,8255,0,1003
35994,0,8/12/2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,SILVER,AUTO,2,Covers,67124,TOP LINE ASIAN,MEDIUM,OTHER,9189,NULL,NULL,52646,22403,VA,10140,0,630
36009,0,8/19/2010,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GOLD,AUTO,2,Covers,61696,AMERICAN,LARGE,GM,7930,NULL,NULL,99750,22403,VA,7200,0,1703
36022,1,8/26/2010,MANHEIM,2004,6,FORD,EXPLORER 4WD V6,XLT,4D SUV 4.0L FFV XLT,GOLD,AUTO,1,Alloy,82820,AMERICAN,MEDIUM SUV,FORD,5910,NULL,NULL,16044,22403,VA,8120,0,1893
36055,1,5/19/2009,MANHEIM,2007,2,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL AWD,OTHER,AUTO,1,Alloy,66360,AMERICAN,LARGE,FORD,9194,NULL,NULL,8655,46803,IN,7220,0,1411
36067,0,6/16/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,54506,AMERICAN,MEDIUM,CHRYSLER,5616,NULL,NULL,99750,46803,IN,6200,0,1086
36094,0,4/13/2010,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,OTHER,AUTO,2,Covers,80225,AMERICAN,LARGE,GM,8059,NULL,NULL,10430,46803,IN,7970,1,2152
36113,0,5/4/2010,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,89705,AMERICAN,LARGE,GM,7832,NULL,NULL,10430,46803,IN,7370,1,2152
36120,0,5/11/2010,MANHEIM,2006,4,FORD,FIVE HUNDRED,SE,4D SEDAN SE,GREY,AUTO,1,Alloy,79462,AMERICAN,LARGE,FORD,6389,NULL,NULL,10430,46803,IN,6955,1,1506
36122,0,5/18/2010,MANHEIM,2007,3,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,WHITE,AUTO,1,Alloy,76171,AMERICAN,LARGE,FORD,8385,NULL,NULL,10430,46803,IN,7670,1,1506
36137,0,6/1/2010,MANHEIM,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,80935,AMERICAN,LARGE,GM,6372,NULL,NULL,22808,46803,IN,7470,0,2152
36143,0,6/8/2010,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,2,Covers,83970,AMERICAN,LARGE,GM,7951,NULL,NULL,99750,46803,IN,7200,0,2152
36171,0,5/13/2009,MANHEIM,2007,2,FORD,FREESTYLE FWD V6 3.0,SEL,4D CUV 3.0L SEL,GREY,AUTO,1,Alloy,63955,AMERICAN,CROSSOVER,FORD,11412,NULL,NULL,20833,75236,TX,8440,0,1313
36174,1,5/13/2009,MANHEIM,2005,4,FORD,TAURUS 3.0L V6 EFI,SEL,4D SEDAN SEL FFV,GREY,AUTO,2,Covers,88177,AMERICAN,MEDIUM,FORD,4292,NULL,NULL,20833,75236,TX,3860,0,983
36182,1,5/13/2009,MANHEIM,2005,4,FORD,FREESTYLE 2WD V6 3.0,SEL,4D CUV 3.0L SEL,RED,AUTO,1,Alloy,77151,AMERICAN,CROSSOVER,FORD,7832,NULL,NULL,8655,75236,TX,7340,0,1506
36186,0,5/13/2009,MANHEIM,2004,5,FORD,EXPEDITION 2WD V8 4.,XLS,4D SUV 4.6L XLS,WHITE,AUTO,1,Alloy,85279,AMERICAN,LARGE SUV,FORD,8202,NULL,NULL,20833,75236,TX,8685,0,1113
36187,0,5/13/2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,MANUAL,2,Covers,33563,AMERICAN,MEDIUM,CHRYSLER,5443,NULL,NULL,8655,75236,TX,5625,0,882
36189,0,5/20/2009,MANHEIM,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,SILVER,AUTO,2,Covers,56525,AMERICAN,LARGE,GM,4573,NULL,NULL,19064,75236,TX,6225,0,1500
36205,1,5/20/2009,MANHEIM,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,BLACK,AUTO,1,Alloy,75090,AMERICAN,MEDIUM,CHRYSLER,8268,NULL,NULL,19064,75236,TX,6425,0,920
36218,0,6/1/2009,MANHEIM,2004,5,FORD,EXPEDITION 2WD V8 5.,XLT,4D SUV 5.4L XLT,WHITE,AUTO,1,Alloy,66605,AMERICAN,LARGE SUV,FORD,9468,NULL,NULL,19064,75236,TX,9700,0,923
36230,0,6/3/2009,MANHEIM,2005,4,PONTIAC,SUNFIRE 2.2L I4 MPI,,2D COUPE SE,ORANGE,AUTO,3,Special,73523,AMERICAN,COMPACT,GM,3724,NULL,NULL,20207,75236,TX,4060,0,1155
36236,0,6/5/2009,MANHEIM,2003,6,CHRYSLER,VOYAGER FWD V6 3.3L,LX,MINIVAN 3.3L LX POPULAR,RED,AUTO,2,Covers,81468,AMERICAN,VAN,CHRYSLER,3172,NULL,NULL,17212,75236,TX,4140,0,2063
36243,1,6/10/2009,MANHEIM,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LT,4D SEDAN LT 3.5L,BLUE,AUTO,1,Alloy,71674,AMERICAN,LARGE,GM,7546,NULL,NULL,20207,75236,TX,6970,0,1974
36255,0,6/12/2009,MANHEIM,2004,5,FORD,EXPEDITION 2WD V8 4.,Edd,4D SUV 4.6L EDDIE BAUER,RED,AUTO,1,Alloy,90781,AMERICAN,LARGE SUV,FORD,8803,NULL,NULL,20833,75236,TX,10870,0,1197
36256,0,6/12/2009,MANHEIM,2005,4,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,SILVER,AUTO,2,Covers,56327,AMERICAN,COMPACT,FORD,4094,NULL,NULL,20833,75236,TX,5000,0,920
36272,0,6/17/2009,MANHEIM,2004,5,FORD,FOCUS 2.0L I4 SFI,ZX3,2D COUPE ZX3,RED,MANUAL,2,Covers,75898,AMERICAN,COMPACT,FORD,3767,NULL,NULL,20207,75236,TX,3410,0,1155
36279,0,6/19/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L LS,GREEN,AUTO,1,Alloy,47772,AMERICAN,MEDIUM SUV,GM,8093,NULL,NULL,20833,75236,TX,9670,0,834
36293,0,6/24/2009,MANHEIM,2001,8,FORD,ESCAPE 2WD V6 3.0L V,XLT,4D CUV 3.0L XLT,GOLD,AUTO,1,Alloy,74425,AMERICAN,SMALL SUV,FORD,3385,NULL,NULL,8655,75236,TX,4860,0,1220
36302,0,7/1/2009,MANHEIM,2003,6,DODGE,DURANGO 2WD V8 4.7L,SLT,4D SUV 4.7L SLT,SILVER,AUTO,1,Alloy,59324,AMERICAN,MEDIUM SUV,CHRYSLER,4241,NULL,NULL,17212,75236,TX,6325,0,1386
36304,0,7/1/2009,MANHEIM,2004,5,CHRYSLER,PACIFICA FWD 3.5L V6,,4D SPORT TOURER,SILVER,AUTO,1,Alloy,68472,AMERICAN,CROSSOVER,CHRYSLER,6287,NULL,NULL,17212,75236,TX,6525,0,1215
36345,0,7/22/2009,MANHEIM,2007,2,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,BEIGE,AUTO,2,Covers,39051,OTHER ASIAN,MEDIUM,OTHER,4455,NULL,NULL,8655,75236,TX,5370,0,462
36353,0,7/22/2009,MANHEIM,2002,7,JEEP,GRAND CHEROKEE 2WD 6,Lar,4D WAGON LAREDO,MAROON,AUTO,1,Alloy,80267,AMERICAN,MEDIUM SUV,CHRYSLER,4118,NULL,NULL,8655,75236,TX,5670,0,2193
36354,0,7/22/2009,MANHEIM,2005,4,MITSUBISHI,ENDEAVOR FWD 3.8L V6,LS,4D SPORT UTILITY LS,BLACK,AUTO,1,Alloy,55136,OTHER ASIAN,MEDIUM SUV,OTHER,7701,NULL,NULL,22808,75236,TX,8085,0,505
36359,0,7/22/2009,MANHEIM,2003,6,NISSAN,XTERRA 2WD V6 3.3L V,SE,4D SPORT UTILITY XE,YELLOW,AUTO,1,Alloy,44338,TOP LINE ASIAN,MEDIUM SUV,OTHER,5899,NULL,NULL,8655,75236,TX,8235,0,782
36363,0,7/24/2009,MANHEIM,2004,5,CHEVROLET,TAHOE 4WD 5.3L V8 SF,LS,4D SUV 5.3L FFV,SILVER,AUTO,1,Alloy,92178,AMERICAN,LARGE SUV,GM,8500,NULL,NULL,20833,75236,TX,10370,0,1918
36384,0,7/29/2009,MANHEIM,2003,6,CHEVROLET,TAHOE 2WD 4.8L V8 SF,LS,4D SUV 4.8L,GOLD,AUTO,1,Alloy,64451,AMERICAN,LARGE SUV,GM,7261,NULL,NULL,20207,75236,TX,9995,0,1711
36389,0,7/29/2009,MANHEIM,2005,4,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN SXT,WHITE,AUTO,1,Alloy,64677,AMERICAN,COMPACT,CHRYSLER,3419,NULL,NULL,20207,75236,TX,4660,0,630
36402,0,8/5/2009,MANHEIM,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,RED,AUTO,1,Alloy,79015,AMERICAN,LARGE,GM,7976,NULL,NULL,19064,75236,TX,5925,0,1974
36414,0,9/9/2009,MANHEIM,2006,3,CHEVROLET,MALIBU MAXX V6 3.5L,LT,4D SEDAN LT,SILVER,AUTO,1,Alloy,52780,AMERICAN,MEDIUM,GM,6460,NULL,NULL,20833,75236,TX,6970,0,1003
36417,0,9/9/2009,MANHEIM,2006,3,CHEVROLET,HHR 2.2L I4 MPI / SF,LT,4D SUV 2.2L LT,GREY,AUTO,1,Alloy,54034,AMERICAN,MEDIUM,GM,6539,NULL,NULL,20207,75236,TX,7785,0,671
36423,0,9/9/2009,MANHEIM,2007,2,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,WHITE,AUTO,1,Alloy,84470,AMERICAN,VAN,CHRYSLER,9690,NULL,NULL,20207,75236,TX,7000,0,1763
36429,0,9/11/2009,MANHEIM,2004,5,NISSAN,XTERRA 2WD 4C 2.4L I,XE,4D SPORT UTILITY XE,WHITE,MANUAL,1,Alloy,61210,TOP LINE ASIAN,MEDIUM SUV,OTHER,5595,NULL,NULL,20207,75236,TX,6850,0,533
36442,0,9/16/2009,MANHEIM,2005,4,NISSAN,ALTIMA 2.5L I4 MPI,Bas,4D SEDAN 2.5 S,WHITE,AUTO,2,Covers,72672,TOP LINE ASIAN,MEDIUM,OTHER,6170,NULL,NULL,19064,75236,TX,8440,0,686
36453,0,9/18/2009,MANHEIM,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,BLACK,AUTO,2,Covers,44927,OTHER ASIAN,MEDIUM,OTHER,3941,NULL,NULL,17212,75236,TX,4450,0,482
36482,0,9/30/2009,MANHEIM,2006,3,PONTIAC,VIBE 1.8L I4 MFI / M,Bas,4D WAGON,RED,AUTO,2,Covers,73471,AMERICAN,MEDIUM,GM,6410,NULL,NULL,25100,75236,TX,6425,0,569
36490,0,9/30/2009,MANHEIM,2005,4,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 5.7L SLT,GREY,AUTO,1,Alloy,70621,AMERICAN,LARGE TRUCK,CHRYSLER,9089,NULL,NULL,25100,75236,TX,10050,0,920
36517,1,10/7/2009,MANHEIM,2004,5,KIA,SORENTO 2WD 3.5L V6,EX,4D SPORT UTILITY LX,WHITE,MANUAL,1,Alloy,60555,OTHER ASIAN,MEDIUM SUV,OTHER,4260,NULL,NULL,20833,75236,TX,4810,0,1508
36565,0,10/21/2009,MANHEIM,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,RED,AUTO,2,Covers,50215,AMERICAN,MEDIUM,CHRYSLER,6366,NULL,NULL,25100,75236,TX,6425,0,1086
36570,0,10/21/2009,MANHEIM,2005,4,HYUNDAI,SANTA FE 2WD V6 2.7L,GLS,4D CUV 2.7L,BLACK,AUTO,1,Alloy,59004,OTHER ASIAN,MEDIUM SUV,OTHER,6559,NULL,NULL,20833,75236,TX,7640,0,588
36585,1,10/21/2009,MANHEIM,2007,2,CHRYSLER,PACIFICA FWD 4.0L V6,Tou,4D SPORT TOURING,GREEN,AUTO,1,Alloy,71655,AMERICAN,CROSSOVER,CHRYSLER,12041,NULL,NULL,20833,75236,TX,8140,0,1389
36597,0,10/28/2009,MANHEIM,2005,4,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,MAROON,AUTO,2,Covers,89809,AMERICAN,COMPACT,FORD,3801,NULL,NULL,17212,75236,TX,4160,0,1243
36598,0,10/28/2009,MANHEIM,2008,1,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GREY,AUTO,1,Alloy,48100,AMERICAN,LARGE,GM,9255,NULL,NULL,20207,75236,TX,7985,0,1328
36606,0,10/28/2009,MANHEIM,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,2D COUPE,WHITE,MANUAL,2,Covers,55624,AMERICAN,COMPACT,GM,5212,NULL,NULL,17212,75236,TX,5625,0,671
36609,0,10/28/2009,MANHEIM,2005,4,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,SILVER,AUTO,1,Alloy,77931,AMERICAN,MEDIUM SUV,CHRYSLER,8179,NULL,NULL,20207,75236,TX,9695,0,1740
36619,0,11/4/2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,RED,AUTO,2,Covers,43470,AMERICAN,MEDIUM,CHRYSLER,5576,NULL,NULL,25100,75236,TX,5925,0,975
36626,0,11/4/2009,MANHEIM,2006,3,JEEP,COMMANDER 2WD V6,Bas,4D WAGON,WHITE,AUTO,1,Alloy,54348,AMERICAN,LARGE SUV,CHRYSLER,11867,NULL,NULL,25100,75236,TX,11760,0,1334
36633,0,11/4/2009,MANHEIM,2006,3,DODGE,CHARGER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,58610,AMERICAN,SPECIALTY,CHRYSLER,8736,NULL,NULL,25100,75236,TX,9550,0,1086
36638,0,11/11/2009,MANHEIM,2003,6,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L,WHITE,AUTO,2,Covers,62350,AMERICAN,VAN,FORD,2799,NULL,NULL,20207,75236,TX,4560,0,1906
36654,0,11/11/2009,MANHEIM,2007,2,CHEVROLET,IMPALA,LS,4D SEDAN LS,OTHER,AUTO,1,Alloy,80022,AMERICAN,LARGE,GM,8059,NULL,NULL,20207,75236,TX,7685,0,2152
36656,0,11/11/2009,MANHEIM,2005,4,CHEVROLET,AVEO,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,49760,AMERICAN,COMPACT,GM,3269,NULL,NULL,19064,75236,TX,4360,0,623
36661,0,11/11/2009,MANHEIM,2005,4,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 5.7L SLT,RED,AUTO,1,Alloy,89150,AMERICAN,LARGE TRUCK,CHRYSLER,9908,NULL,NULL,19064,75236,TX,9450,0,983
36667,0,12/23/2009,MANHEIM,2002,7,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GREY,AUTO,1,Alloy,86934,AMERICAN,MEDIUM SUV,GM,4373,NULL,NULL,17212,75236,TX,6270,0,1543
36669,0,12/30/2009,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L SE,BLUE,AUTO,2,Covers,73898,AMERICAN,VAN,CHRYSLER,4956,NULL,NULL,19064,75236,TX,5625,0,1623
36674,0,1/6/2010,MANHEIM,2006,4,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,BLUE,AUTO,1,Alloy,61601,AMERICAN,VAN,CHRYSLER,6925,NULL,NULL,20833,75236,TX,6125,0,1411
36675,0,1/6/2010,MANHEIM,2002,8,GMC,YUKON XL 1500 2WD,150,4D UTILITY 5.3L SLT,GREY,AUTO,1,Alloy,91500,AMERICAN,LARGE SUV,GM,8247,NULL,NULL,25100,75236,TX,9195,0,2218
36681,0,1/6/2010,MANHEIM,2004,6,GMC,YUKON 2WD V8,SLE,4D UTILITY 5.3L SLT,MAROON,AUTO,1,Alloy,82440,AMERICAN,LARGE SUV,GM,9785,NULL,NULL,25100,75236,TX,11505,0,1763
36688,0,1/13/2010,MANHEIM,2005,5,PONTIAC,VIBE,Bas,4D WAGON,GREY,AUTO,2,Covers,75705,AMERICAN,MEDIUM,GM,5707,NULL,NULL,22808,75236,TX,6025,0,569
36703,1,1/15/2010,MANHEIM,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,BLUE,AUTO,2,Covers,68901,AMERICAN,MEDIUM,CHRYSLER,3715,NULL,NULL,17212,75236,TX,4450,0,1020
36712,0,1/20/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,YELLOW,AUTO,1,Alloy,61633,AMERICAN,MEDIUM,CHRYSLER,7709,NULL,NULL,22808,75236,TX,8340,0,825
36723,0,1/20/2010,MANHEIM,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LT,GOLD,AUTO,1,Alloy,63940,AMERICAN,MEDIUM,GM,6498,NULL,NULL,20833,75236,TX,7585,0,728
36727,0,1/20/2010,MANHEIM,2008,2,FORD,FUSION 4C,SE,4D SEDAN SE,BLACK,AUTO,1,Alloy,81566,AMERICAN,MEDIUM,FORD,12560,NULL,NULL,20833,75236,TX,7485,0,853
36731,0,1/20/2010,MANHEIM,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,SILVER,AUTO,2,Covers,80923,AMERICAN,MEDIUM SUV,GM,7500,NULL,NULL,20207,75236,TX,7185,0,1503
36739,0,1/27/2010,MANHEIM,2005,5,FORD,TAURUS,SE,4D SEDAN SE FFV,BLUE,AUTO,1,Alloy,76199,AMERICAN,MEDIUM,FORD,4240,NULL,NULL,17212,75236,TX,4810,0,920
36762,0,1/27/2010,MANHEIM,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,GOLD,AUTO,2,Covers,57542,AMERICAN,MEDIUM,GM,6755,NULL,NULL,8655,75236,TX,7785,0,1003
36778,0,2/3/2010,MANHEIM,2004,6,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GOLD,AUTO,1,Alloy,78771,AMERICAN,MEDIUM,GM,4893,NULL,NULL,20833,75236,TX,5925,0,1272
36788,0,2/5/2010,MANHEIM,2003,7,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLT,BLACK,AUTO,1,Alloy,65421,AMERICAN,MEDIUM SUV,GM,7061,NULL,NULL,25100,75236,TX,8250,0,1320
36812,0,2/17/2010,MANHEIM,2006,4,MITSUBISHI,LANCER,ES,4D SEDAN ES,SILVER,AUTO,2,Covers,86600,OTHER ASIAN,COMPACT,OTHER,4731,NULL,NULL,22808,75236,TX,5245,0,594
36825,0,2/24/2010,MANHEIM,2008,2,FORD,TAURUS,SEL,4D SEDAN SEL,BLACK,AUTO,1,Alloy,79263,AMERICAN,MEDIUM,FORD,11560,NULL,NULL,22808,75236,TX,8240,0,1506
36879,0,3/17/2010,MANHEIM,2007,3,SUZUKI,FORENZA,,4D SEDAN,BLUE,AUTO,2,Covers,52537,OTHER ASIAN,MEDIUM,OTHER,5002,NULL,NULL,20833,75236,TX,6125,0,505
36880,0,3/17/2010,MANHEIM,2007,3,FORD,FOCUS,ZX3,2D HATCHBACK ZX3,BLUE,AUTO,2,Covers,60685,AMERICAN,COMPACT,FORD,6926,NULL,NULL,20207,75236,TX,5825,0,1020
36896,0,3/19/2010,MANHEIM,2006,4,SATURN,RELAY 2WD V6,,4D SPORT UTILITY,BLUE,AUTO,2,Covers,68308,AMERICAN,VAN,GM,9312,NULL,NULL,8655,75236,TX,7650,0,1801
36921,0,3/26/2010,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,BLACK,AUTO,2,Covers,71472,AMERICAN,MEDIUM,CHRYSLER,5033,NULL,NULL,20833,75236,TX,5150,0,1389
36928,0,3/31/2010,MANHEIM,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLACK,AUTO,1,Alloy,60690,AMERICAN,MEDIUM,CHRYSLER,7520,NULL,NULL,22808,75236,TX,8040,0,1020
36938,0,5/12/2010,MANHEIM,2004,6,MAZDA,TRIBUTE 2WD V6,ES,4D SPORT UTILITY ES,BLACK,AUTO,1,Alloy,84770,OTHER ASIAN,SMALL SUV,OTHER,3786,NULL,NULL,20833,75236,TX,7640,0,983
36979,0,5/21/2010,MANHEIM,2006,4,PONTIAC,G6 V6,GTP,4D SEDAN GTP,RED,AUTO,1,Alloy,69360,AMERICAN,MEDIUM,GM,7198,NULL,NULL,17212,75236,TX,8650,0,1118
36981,0,5/21/2010,MANHEIM,2006,4,CHRYSLER,SEBRING V6,Tou,4D SEDAN TOURING,SILVER,AUTO,1,Alloy,90968,AMERICAN,MEDIUM,CHRYSLER,4026,NULL,NULL,17212,75236,TX,4140,0,1485
37005,0,6/2/2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,RED,AUTO,2,Covers,86790,TOP LINE ASIAN,MEDIUM,OTHER,5344,NULL,NULL,25100,75236,TX,6470,0,723
37022,0,6/2/2010,MANHEIM,2006,4,HONDA,ACCORD 4C,EX,2D COUPE EX 5SP,SILVER,MANUAL,1,Alloy,85966,TOP LINE ASIAN,MEDIUM,OTHER,8462,NULL,NULL,25100,75236,TX,7640,0,594
37037,0,6/9/2010,MANHEIM,2006,4,JEEP,LIBERTY 2WD V6,Spo,4D SUV,SILVER,AUTO,1,Alloy,88788,AMERICAN,SMALL SUV,CHRYSLER,8399,NULL,NULL,8655,75236,TX,7435,0,723
37050,0,6/16/2010,MANHEIM,2003,7,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,BLACK,AUTO,1,Alloy,91625,AMERICAN,SMALL SUV,FORD,4657,NULL,NULL,20833,75236,TX,5870,0,1353
37054,0,6/16/2010,MANHEIM,2006,4,VOLKSWAGEN,JETTA 5C,Bas,4D SEDAN,BLACK,AUTO,1,Alloy,75375,OTHER,SPECIALTY,OTHER,7869,NULL,NULL,19064,75236,TX,8440,0,1272
37082,0,6/23/2010,MANHEIM,2008,2,SATURN,AURA V6,XE,4D SEDAN XE,OTHER,AUTO,2,Covers,80370,AMERICAN,MEDIUM,GM,9463,NULL,NULL,20833,75236,TX,7640,0,1373
37085,0,6/23/2010,MANHEIM,2007,3,SATURN,VUE 2WD V6,Bas,4D CUV 3.0L,BLUE,AUTO,1,Alloy,67697,AMERICAN,MEDIUM SUV,GM,9983,NULL,NULL,25100,75236,TX,8885,0,1215
37087,0,6/23/2010,MANHEIM,2007,3,FORD,ESCAPE 2WD 4C,XLT,4D CUV 2.3L XLT,BROWN,AUTO,1,Alloy,83363,AMERICAN,SMALL SUV,FORD,11660,NULL,NULL,20833,75236,TX,7740,0,983
37089,0,6/23/2010,MANHEIM,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,GREY,AUTO,1,Alloy,82007,AMERICAN,MEDIUM SUV,GM,6185,NULL,NULL,25100,75236,TX,8485,0,1503
37102,0,6/25/2010,MANHEIM,2006,4,FORD,FOCUS,ZXW,4D WAGON ZXW,WHITE,AUTO,2,Covers,56046,AMERICAN,COMPACT,FORD,4193,NULL,NULL,22808,75236,TX,4750,0,920
37113,1,6/30/2010,MANHEIM,2006,4,CHRYSLER,PACIFICA AWD,Tou,4D SPORT TOURING,SILVER,AUTO,1,Alloy,72741,AMERICAN,CROSSOVER,CHRYSLER,10212,NULL,NULL,25100,75236,TX,9650,0,1857
37127,0,6/30/2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,73665,TOP LINE ASIAN,MEDIUM,OTHER,10679,NULL,NULL,25100,75236,TX,10250,0,686
37130,0,7/2/2010,MANHEIM,2007,3,PONTIAC,VIBE,,4D WAGON,GREEN,AUTO,2,Covers,56273,AMERICAN,MEDIUM,GM,7800,NULL,NULL,20207,75236,TX,8050,0,505
37137,0,7/7/2010,MANHEIM,2005,5,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,SILVER,AUTO,2,Covers,66116,AMERICAN,CROSSOVER,CHRYSLER,5624,NULL,NULL,20833,75236,TX,7485,0,1215
37145,0,7/7/2010,MANHEIM,2005,5,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L,BLUE,AUTO,1,Alloy,70109,AMERICAN,MEDIUM SUV,GM,7349,NULL,NULL,17212,75236,TX,7940,0,1155
37157,0,7/14/2010,MANHEIM,2006,4,DODGE,MAGNUM V6,SE,WAGON 2.7L,SILVER,AUTO,2,Covers,65958,AMERICAN,SPECIALTY,CHRYSLER,6973,NULL,NULL,17212,75236,TX,8340,0,1215
37171,1,7/19/2010,MANHEIM,2005,5,TOYOTA,TUNDRA PICKUP 2WD V8,SR5,CREW CAB 4.7L SR5,WHITE,AUTO,NULL,NULL,95210,TOP LINE ASIAN,LARGE TRUCK,OTHER,10619,NULL,NULL,1045,75236,TX,11500,1,765
37183,0,7/21/2010,MANHEIM,2006,4,KIA,OPTIMA 4C,LX,4D SEDAN LX,WHITE,MANUAL,2,Covers,72471,OTHER ASIAN,MEDIUM,OTHER,4513,NULL,NULL,20833,75236,TX,5625,0,803
37198,0,7/26/2010,MANHEIM,2005,5,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,BLUE,AUTO,1,Alloy,74356,AMERICAN,SMALL SUV,FORD,5339,NO,GREEN,1045,75236,TX,6900,1,920
37203,0,7/28/2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,WHITE,AUTO,1,Alloy,48105,AMERICAN,MEDIUM,GM,5360,NULL,NULL,20207,75236,TX,6825,0,905
37205,0,7/28/2010,MANHEIM,2006,4,JEEP,LIBERTY 2WD V6,Spo,4D SUV,RED,AUTO,1,Alloy,85565,AMERICAN,SMALL SUV,CHRYSLER,8089,NULL,NULL,20207,75236,TX,8185,0,723
37214,0,6/8/2010,MANHEIM,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GREEN,AUTO,2,Covers,75246,AMERICAN,MEDIUM,GM,7138,NULL,NULL,99750,46803,IN,7400,0,1038
37241,1,2/17/2009,MANHEIM,2004,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,BROWN,AUTO,1,Alloy,76771,AMERICAN,LARGE TRUCK,CHRYSLER,5706,NULL,NULL,18881,30331,GA,7910,0,920
37253,0,2/24/2009,MANHEIM,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GOLD,AUTO,2,Covers,73534,AMERICAN,MEDIUM,FORD,9314,NULL,NULL,8172,30331,GA,5230,0,920
37270,0,2/24/2009,MANHEIM,2005,4,FORD,FOCUS 2.0L I-4 SFI D,ZX4,4D SEDAN ZX4,WHITE,AUTO,1,Alloy,69576,AMERICAN,COMPACT,FORD,6282,NULL,NULL,18111,30331,GA,5430,0,1020
